name,mean_test_accuracy_mean,mean_test_accuracy_std,mean_test_recall_mean,mean_test_recall_std,mean_test_specificity_mean,mean_test_specificity_std,mean_test_mcc_mean,mean_test_mcc_std,mean_test_gm_mean,mean_test_gm_std,mean_test_uar_mean,mean_test_uar_std,mean_test_bm_mean,mean_test_bm_std
21368,0.5711535,0.00669842253818021,0.26340050000000004,0.016999554126505813,0.9803355,0.006941667270908312,0.330264,0.0030122748878547217,0.5061555,0.014207896554381318,0.621868,0.0050289434277987315,0.243736,0.010057886855597463
21369,0.726741,0.0,0.617374,0.0,0.87189,0.0,0.495711,0.0,0.731656,0.0,0.744632,0.0,0.489264,0.0
21370,0.570627,0.007443005978769624,0.262475,0.018308408778482107,0.9803355,0.006941667270908312,0.32942099999999996,0.00391878578133584,0.505368,0.01553796440979319,0.621405,0.005683724307177462,0.2428105,0.011366741507573755
21371,0.72673,0.0,0.615623,0.0,0.874329,0.0,0.496615,0.0,0.731789,0.0,0.744976,0.0,0.489952,0.0
21372,0.571685,0.005946768029778885,0.2643265,0.015689992367748314,0.9803355,0.006941667270908312,0.33122450000000003,0.0016539227611953597,0.5072460000000001,0.012665696664613467,0.622331,0.00437416254842,0.244662,0.008748325096839982
21373,0.725689,0.0,0.615522,0.0,0.87189,0.0,0.494168,0.0,0.730474,0.0,0.743706,0.0,0.487412,0.0
21374,0.570627,0.007443005978769624,0.262475,0.018308408778482107,0.9803355,0.006941667270908312,0.32942099999999996,0.00391878578133584,0.505368,0.01553796440979319,0.621405,0.005683724307177462,0.2428105,0.011366741507573755
21375,0.724625,0.0,0.613771,0.0,0.87189,0.0,0.492332,0.0,0.729535,0.0,0.742831,0.0,0.485661,0.0
21376,0.601271,0.0030009611793556474,0.3983335,0.006547101687006255,0.8707925000000001,0.0017246334393139675,0.29841399999999996,0.0038622172388409386,0.5866750000000001,0.004326079287299268,0.634563,0.0024112341238460657,0.269126,0.0048224682476922485
21377,0.63084,0.0,0.493468,0.0,0.81311,0.0,0.318032,0.0,0.631541,0.0,0.653289,0.0,0.306578,0.0
21378,0.6007445,0.0022563777387662335,0.3983335,0.006547101687006255,0.8695425,0.003492400392280377,0.2965135,0.002138998013089306,0.5863225,0.003638064389204755,0.633938,0.0015273506473629,0.267876,0.0030547012947258786
21379,0.629787,0.0,0.489764,0.0,0.815549,0.0,0.317272,0.0,0.630111,0.0,0.652657,0.0,0.305313,0.0
